taxon int_1 int_2 int_3
t2 238 9 27
t4 0 0 0
t5 0 0 0
t7 0 0 0
t8 0 0 0
t9 0 0 0
t10 0 0 0
t11 0 0 0
t13 0 0 0
t14 0 0 0
t15 0 0 0
t20 0 0 0
t21 0 0 0
t22 0 0 0
t24 0 0 0
t27 0 0 0
t28 0 0 0
t29 0 0 0
t30 0 0 0
t32 0 0 0
t33 0 0 0
t34 0 0 0
t35 0 0 0
t37 0 0 0
t38 0 0 0
t42 0 0 0
t44 0 0 0
t46 0 0 0
t47 0 0 0
t49 0 0 0
t50 0 0 0
t51 0 0 0
t53 0 0 0
t54 0 0 0
t55 0 0 0
t56 0 0 0
t57 0 0 0
t58 0 0 0
t59 0 0 0
t61 0 0 0
t62 0 0 0
t63 0 0 0
t64 0 0 0
t65 0 0 0
t67 0 0 0
t72 0 0 0
t73 0 0 0
t74 0 0 0
t77 0 0 0
t78 0 0 0
t79 0 0 0
t80 0 0 0
t82 0 0 0
t87 0 0 0
t88 0 0 0
t89 0 0 0
t90 0 0 0
t91 0 0 0
t92 0 0 0
t93 0 0 0
t94 0 0 0
t95 0 0 0
t96 0 0 0
t97 0 0 0
t100 0 0 0
t102 0 0 0
t103 0 0 0
t104 0 0 0
t105 0 0 0
t107 0 0 0
t109 0 0 0
t110 0 0 0
t111 0 0 0
t112 0 0 0
t114 0 0 0
t116 0 0 0
t117 0 0 0
t118 0 0 0
t120 0 0 0
t121 0 0 0
t122 0 0 0
t124 0 0 0
t125 0 0 0
t126 0 0 0
t127 0 0 0
t128 0 0 0
t129 0 0 0
t130 0 0 0
t131 0 0 0
t133 0 0 0
t134 0 0 0
t135 0 0 0
t136 0 0 0
t137 0 0 0
t138 0 0 0
t139 0 0 0
t141 0 0 0
t142 0 0 0
t145 0 0 0
t146 0 0 0
t151 0 0 0
t152 0 0 0
t153 0 0 0
t155 0 0 0
t158 0 0 0
t159 0 0 0
t161 0 0 0
t162 0 0 0
t165 0 0 0
t167 0 0 0
t168 0 0 0
t170 0 0 0
t171 0 0 0
t172 0 0 0
t173 0 0 0
t174 0 0 0
t175 0 0 0
t177 0 0 0
t178 0 0 0
t181 0 0 0
t182 0 0 0
t183 0 0 0
t185 0 0 0
t187 0 0 0
t195 0 0 0
t198 0 0 0
t202 0 0 0
t203 0 0 0
t206 0 0 0
t220 0 0 0
t229 0 0 0
t230 0 0 0
t238 0 0 0
